# x, y, z, vx, vy, vz
1.85431e-005,-2.81543e-005,3.84909e-005,11.8507,4.6484,-15.3167,
9.0868e-006,1.63525e-005,6.15527e-005,-4.40855,0.00660312,12.6345,
3.97085e-005,-6.35558e-006,1.79665e-006,3.96844,-12.5339,19.1852,
-5.20139e-005,1.18934e-005,4.28213e-005,12.0905,-0.762771,19.5597,
-5.72269e-005,5.31813e-005,7.42546e-005,-25.7066,-14.4942,8.00364,
8.53669e-007,4.2448e-005,2.75464e-005,-0.552779,10.7332,8.1843,
2.97016e-005,-1.07165e-005,-6.84726e-005,23.81,14.5388,10.0546,
-3.37915e-005,4.83069e-006,6.94653e-006,0.483222,9.8715,-18.5288,
2.04713e-005,-1.21828e-005,-9.70838e-005,0.749881,8.97604,0.69408,
1.23956e-007,4.12418e-005,-4.62584e-005,-12.6799,-16.0743,2.32675,
4.15931e-006,-7.81619e-006,-2.96877e-005,-6.1774,-18.7582,0.156729,
-6.12691e-005,-4.71568e-005,3.49637e-005,-3.98418,32.5972,-13.0509,
1.38037e-005,1.19596e-005,-2.6489e-005,13.2711,22.2143,19.0173,
-7.43425e-006,-9.9396e-006,-8.46352e-006,7.46092,11.7611,1.76803,
4.02688e-005,-2.08016e-005,-4.73485e-005,-2.92671,-12.3283,-19.2194,
-8.53666e-006,-3.00478e-005,6.67208e-005,-12.6907,15.2798,-9.90687,
1.75525e-005,4.13956e-005,-5.37994e-005,-20.2096,-15.9797,1.02768,
-3.63874e-005,1.59295e-005,-7.95227e-005,22.1914,-19.0832,-0.172737,
-3.86313e-005,-1.30527e-005,7.51182e-005,1.84152,2.52897,10.733,
3.40009e-005,1.02174e-005,-1.45452e-005,-27.6269,-13.2094,-5.13322,
8.00974e-006,3.11379e-005,7.44968e-005,0.363453,3.685,10.2269,
-3.30139e-005,-1.28293e-005,8.53003e-005,34.2514,24.0408,-4.36867,
3.15952e-006,8.32656e-006,9.56012e-006,-8.00275,-40.0396,1.23208,
-1.59007e-005,7.63316e-006,-2.34384e-005,-19.5569,-9.55571,-2.43946,
3.94944e-006,-6.29508e-005,1.71738e-005,15.0085,13.8644,-1.52739,
-2.78764e-005,-4.03508e-005,-5.79303e-005,6.33693,-12.5305,-17.322,
-3.48997e-005,-2.21524e-006,2.60311e-005,-4.27625,-4.31794,-21.0718,
-2.68136e-005,3.69853e-005,3.67453e-005,-1.78113,-4.73771,1.29576,
4.05201e-005,9.41511e-006,9.14368e-005,-0.832029,0.231699,19.9218,
4.82066e-005,-2.42055e-005,-4.16008e-005,-21.2193,-6.84971,-21.9672,
9.91329e-006,1.26227e-005,4.10316e-005,0.624313,19.8907,-16.6038,
-4.90116e-006,-2.8077e-006,-4.83014e-005,-8.45247,-3.4378,-4.13191,
1.9979e-005,-3.09772e-005,-1.36611e-005,19.7249,3.43787,-29.2305,
-1.36318e-005,3.03984e-005,-2.17211e-005,12.842,2.11259,-11.426,
-1.90124e-005,-1.54573e-005,6.206e-005,-13.967,-13.3548,-11.1926,
-2.7549e-006,2.71811e-005,-8.86715e-005,1.70642,6.43242,22.1484,
-3.54637e-005,-1.73377e-005,-9.48225e-005,8.33855,6.56147,13.4413,
1.28141e-005,-1.09072e-005,0.000145926,-16.731,-0.545827,-13.91,
1.37281e-005,-3.38177e-005,2.03617e-005,-10.4618,-14.1828,3.28763,
3.04487e-005,5.5618e-005,2.71133e-005,-7.72125,-29.083,31.6473,
7.87347e-008,-2.39974e-005,-6.26534e-005,-3.8294,-11.8481,22.6462,
-2.33235e-006,7.96403e-006,-6.3897e-005,32.223,7.80058,26.0975,
1.41808e-005,3.26208e-005,-9.30794e-005,15.8725,20.0089,-4.55122,
-1.376e-005,-4.23024e-005,-2.91449e-005,-1.63276,27.9421,9.63513,
-1.99838e-005,5.31328e-005,6.33725e-006,15.6206,13.4459,-25.6426,
1.12829e-005,1.43357e-005,6.66405e-005,-24.4076,0.814036,-29.2314,
8.11809e-006,-2.134e-006,1.999e-005,6.55278,-4.47404,5.2303,
5.58869e-005,1.14139e-005,-6.24397e-008,8.81003,29.2636,2.66094,
3.35192e-005,-2.23196e-005,-8.67877e-005,-26.4911,4.17484,9.98327,
4.48957e-006,-5.66843e-005,5.54584e-005,9.3936,-37.6686,-3.62517,
