0,5.21014e-023nan,
1,1.16746e-021,3.03665e-020,
2,1.50758e-021,4.12981e-020,
3,2.00875e-021,6.33475e-020,
4,2.54179e-021,9.88921e-020,
5,3.03005e-021,1.48861e-019,
6,3.44089e-021,2.10417e-019,
7,3.76319e-021,2.75869e-019,
8,3.9931e-021,3.33678e-019,
9,4.12809e-021,3.71508e-019,
10,4.16556e-021,3.80335e-019,
11,4.10296e-021,3.57886e-019,
12,3.93801e-021,3.09511e-019,
13,3.66967e-021,2.46304e-019,
14,3.29958e-021,1.81038e-019,
15,2.83721e-021,1.24022e-019,
16,2.31109e-021,8.06396e-020,
17,1.78749e-021,5.1376e-020,
18,1.3766e-021,3.40813e-020,
19,1.19046e-021,2.63271e-020,
20,1.27592e-021,2.65785e-020,
21,1.58686e-021,3.50376e-020,
22,2.0228e-021,5.38712e-020,
23,2.48811e-021,8.60366e-020,
24,2.91933e-021,1.32672e-019,
25,3.28306e-021,1.90518e-019,
26,3.56359e-021,2.50817e-019,
27,3.75337e-021,3.00934e-019,
28,3.84883e-021,3.28515e-019,
29,3.8484e-021,3.26278e-019,
30,3.7525e-021,2.95107e-019,
31,3.5635e-021,2.4362e-019,
32,3.28614e-021,1.84577e-019,
33,2.92911e-021,1.29931e-019,
34,2.50783e-021,8.69786e-020,
35,2.05166e-021,5.73497e-020,
36,1.61425e-021,3.8726e-020,
37,1.28078e-021,2.79444e-020,
38,1.14805e-021,2.33322e-020,
39,1.2661e-021,2.49169e-020,
40,1.58444e-021,3.37058e-020,
41,1.99815e-021,5.18901e-020,
42,2.42272e-021,8.21668e-020,
43,2.8101e-021,1.25108e-019,
44,3.13664e-021,1.7696e-019,
45,3.38989e-021,2.29282e-019,
46,3.56194e-021,2.70901e-019,
47,3.64708e-021,2.91729e-019,
48,3.64155e-021,2.8656e-019,
49,3.54412e-021,2.5712e-019,
50,3.35582e-021,2.1115e-019,
51,3.08134e-021,1.59349e-019,
52,2.7296e-021,1.11454e-019,
53,2.31699e-021,7.35134e-020,
54,1.87573e-021,4.72648e-020,
55,1.46497e-021,3.13468e-020,
56,1.17076e-021,2.32951e-020,
57,1.07745e-021,2.12672e-020,
58,1.21655e-021,2.4849e-020,
59,1.53405e-021,3.48485e-020,
60,1.93258e-021,5.28809e-020,
61,2.33301e-021,8.05026e-020,
62,2.69148e-021,1.17623e-019,
63,2.98844e-021,1.61083e-019,
64,3.21531e-021,2.04375e-019,
65,3.36737e-021,2.3892e-019,
66,3.44135e-021,2.56745e-019,
67,3.43484e-021,2.53372e-019,
68,3.34667e-021,2.29632e-019,
69,3.17719e-021,1.91323e-019,
70,2.92891e-021,1.47036e-019,
71,2.60791e-021,1.05061e-019,
72,2.22745e-021,7.09365e-020,
73,1.81604e-021,4.66358e-020,
74,1.4299e-021,3.12531e-020,
75,1.15967e-021,2.28828e-020,
76,1.08245e-021,2.01808e-020,
77,1.20857e-021,2.26006e-020,
78,1.48838e-021,3.08758e-020,
79,1.84612e-021,4.67505e-020,
80,2.21526e-021,7.18632e-020,
81,2.55364e-021,1.06136e-019,
82,2.83856e-021,1.46414e-019,
83,3.05808e-021,1.86256e-019,
84,3.20543e-021,2.17419e-019,
85,3.27666e-021,2.32554e-019,
86,3.27022e-021,2.28028e-019,
87,3.18653e-021,2.05323e-019,
88,3.0278e-021,1.70356e-019,
89,2.79874e-021,1.31152e-019,
90,2.50758e-021,9.48957e-020,
91,2.16954e-021,6.59349e-020,
92,1.81246e-021,4.53433e-020,
93,1.48162e-021,3.20726e-020,
94,1.23007e-021,2.45933e-020,
95,1.11474e-021,2.17621e-020,
96,1.18784e-021,2.34989e-020,
97,1.4275e-021,3.05852e-020,
98,1.75346e-021,4.41243e-020,
99,2.09793e-021,6.53183e-020,
100,2.418e-021,9.41787e-020,
101,2.69177e-021,1.28394e-019,
102,2.90732e-021,1.62961e-019,
103,3.05781e-021,1.91229e-019,
104,3.1382e-021,2.06838e-019,
105,3.14574e-021,2.06106e-019,
106,3.07938e-021,1.89352e-019,
107,2.94008e-021,1.60756e-019,
108,2.73197e-021,1.26778e-019,
109,2.4626e-021,9.37629e-020,
110,2.14768e-021,6.61692e-020,
111,1.81448e-021,4.59089e-020,
112,1.49982e-021,3.27365e-020,
113,1.25756e-021,2.53881e-020,
114,1.14726e-021,2.2851e-020,
115,1.19598e-021,2.47293e-020,
116,1.38827e-021,3.1252e-020,
117,1.66729e-021,4.31145e-020,
118,1.97357e-021,6.10784e-020,
119,2.26919e-021,8.51724e-020,
120,2.5291e-021,1.13759e-019,
121,2.73849e-021,1.43207e-019,
122,2.8897e-021,1.68426e-019,
123,2.97865e-021,1.84255e-019,
124,3.0031e-021,1.87187e-019,
125,2.96199e-021,1.76613e-019,
126,2.85598e-021,1.55046e-019,
127,2.68765e-021,1.27187e-019,
128,2.46199e-021,9.83146e-020,
129,2.18745e-021,7.26737e-020,
130,1.88003e-021,5.26022e-020,
131,1.57188e-021,3.84907e-020,
132,1.32174e-021,2.96965e-020,
133,1.19319e-021,2.54124e-020,
134,1.21719e-021,2.54435e-020,
135,1.37254e-021,3.00348e-020,
136,1.61594e-021,3.98291e-020,
137,1.8978e-021,5.55559e-020,
138,2.17555e-021,7.72119e-020,
139,2.42244e-021,1.03262e-019,
140,2.62413e-021,1.30338e-019,
141,2.77291e-021,1.53773e-019,
142,2.86405e-021,1.68887e-019,
143,2.89474e-021,1.7253e-019,
144,2.86404e-021,1.64205e-019,
145,2.77272e-021,1.46136e-019,
146,2.62338e-021,1.22383e-019,
147,2.4212e-021,9.7396e-020,
148,2.17541e-021,7.46699e-020,
149,1.90284e-021,5.61437e-020,
150,1.6294e-021,4.23447e-020,
151,1.39384e-021,3.29884e-020,
152,1.24468e-021,2.7557e-020,
153,1.22258e-021,2.61979e-020,
154,1.31839e-021,2.87845e-020,
155,1.52215e-021,3.57286e-020,
156,1.77834e-021,4.77759e-020,
157,2.04302e-021,6.51515e-020,
158,2.28954e-021,8.72076e-020,
159,2.49939e-021,1.11764e-019,
160,2.66186e-021,1.35186e-019,
161,2.77063e-021,1.53118e-019,
162,2.82217e-021,1.61845e-019,
163,2.81448e-021,1.5948e-019,
164,2.74739e-021,1.46674e-019,
165,2.62257e-021,1.26339e-019,
166,2.44423e-021,1.02608e-019,
167,2.21973e-021,7.94699e-020,
168,1.96158e-021,5.97487e-020,
169,1.69126e-021,4.4693e-020,
170,1.44532e-021,3.4277e-020,
171,1.27677e-021,2.80466e-020,
172,1.22066e-021,2.57684e-020,
173,1.27599e-021,2.72555e-020,
174,1.42714e-021,3.24468e-020,
175,1.65214e-021,4.17549e-020,
176,1.9043e-021,5.57153e-020,
177,2.14541e-021,7.42706e-020,
178,2.35654e-021,9.61836e-020,
179,2.52736e-021,1.18812e-019,
180,2.65094e-021,1.38394e-019,
181,2.72324e-021,1.5108e-019,
182,2.74148e-021,1.54086e-019,
183,2.70395e-021,1.46733e-019,
184,2.60972e-021,1.30649e-019,
185,2.46059e-021,1.09212e-019,
186,2.26207e-021,8.64205e-020,
187,2.02464e-021,6.56378e-020,
188,1.76663e-021,4.89146e-020,
189,1.51765e-021,3.68486e-020,
190,1.31874e-021,2.91671e-020,
191,1.20822e-021,2.53955e-020,
192,1.21638e-021,2.50701e-020,
193,1.35013e-021,2.84186e-020,
194,1.55387e-021,3.57319e-020,
195,1.7885e-021,4.7479e-020,
196,2.02517e-021,6.38868e-020,
197,2.24177e-021,8.42861e-020,
198,2.42444e-021,1.06586e-019,
199,2.56497e-021,1.27393e-019,
200,2.65721e-021,1.42754e-019,
201,2.69591e-021,1.49338e-019,
202,2.67805e-021,1.45673e-019,
203,2.60242e-021,1.32627e-019,
204,2.4699e-021,1.13071e-019,
205,2.28441e-021,9.08719e-020,
206,2.05458e-021,6.96118e-020,
207,1.79972e-021,5.16758e-020,
208,1.55229e-021,3.82331e-020,
209,1.34022e-021,2.93247e-020,
210,1.19095e-021,2.43232e-020,
211,1.1385e-021,2.2601e-020,
212,1.21788e-021,2.41707e-020,
213,1.39125e-021,2.94065e-020,
214,1.61646e-021,3.87723e-020,
215,1.85797e-021,5.27686e-020,
216,2.08714e-021,7.11632e-020,
217,2.28722e-021,9.25012e-020,
218,2.4476e-021,1.13958e-019,
219,2.56135e-021,1.31816e-019,
220,2.62345e-021,1.424e-019,
221,2.63024e-021,1.43358e-019,
222,2.57959e-021,1.34461e-019,
223,2.47158e-021,1.17703e-019,
224,2.30971e-021,9.6613e-020,
225,2.10135e-021,7.49922e-020,
226,1.85988e-021,5.58439e-020,
227,1.60698e-021,4.08052e-020,
228,1.37486e-021,3.02575e-020,
229,1.20324e-021,2.38643e-020,
230,1.1255e-021,2.11056e-020,
231,1.15762e-021,2.16469e-020,
232,1.28711e-021,2.55025e-020,
233,1.48101e-021,3.29676e-020,
234,1.70557e-021,4.45937e-020,
235,1.9319e-021,6.06236e-020,
236,2.13959e-021,8.03226e-020,
237,2.31472e-021,1.01547e-019,
238,2.44763e-021,1.20878e-019,
239,2.53184e-021,1.34483e-019,
240,2.56267e-021,1.39285e-019,
241,2.53761e-021,1.34158e-019,
242,2.45609e-021,1.20279e-019,
243,2.32039e-021,1.00743e-019,
244,2.13563e-021,7.94021e-020,
245,1.91099e-021,5.96306e-020,
246,1.66759e-021,4.34811e-020,
247,1.43805e-021,3.1893e-020,
248,1.24981e-021,2.4565e-020,
249,1.13615e-021,2.0841e-020,
250,1.12139e-021,2.02771e-020,
251,1.20552e-021,2.28354e-020,
252,1.36479e-021,2.88346e-020,
253,1.56773e-021,3.87605e-020,
254,1.78505e-021,5.28194e-020,
255,1.99295e-021,7.03853e-020,
256,2.17392e-021,8.9627e-020,
257,2.31621e-021,1.0767e-019,
258,2.41171e-021,1.21164e-019,
259,2.45585e-021,1.27356e-019,
260,2.44653e-021,1.24968e-019,
261,2.38428e-021,1.14626e-019,
262,2.27313e-021,9.86094e-020,
263,2.12064e-021,8.00895e-020,
264,1.93604e-021,6.21428e-020,
265,1.73132e-021,4.68965e-020,
266,1.52609e-021,3.53562e-020,
267,1.34587e-021,2.76137e-020,
268,1.21757e-021,2.3258e-020,
269,1.16594e-021,2.19088e-020,
270,1.19723e-021,2.34443e-020,
271,1.2976e-021,2.79508e-020,
272,1.45773e-021,3.56192e-020,
273,1.65361e-021,4.67477e-020,
274,1.84892e-021,6.10078e-020,
275,2.02295e-021,7.71999e-020,
276,2.16433e-021,9.32333e-020,
277,2.26601e-021,1.06443e-019,
278,2.32344e-021,1.14257e-019,
279,2.33509e-021,1.15082e-019,
280,2.30152e-021,1.08787e-019,
281,2.22515e-021,9.67855e-020,
282,2.11006e-021,8.15219e-020,
283,1.96249e-021,6.56736e-020,
284,1.79232e-021,5.14264e-020,
285,1.61317e-021,4.00778e-020,
286,1.44256e-021,3.20535e-020,
287,1.30175e-021,2.7183e-020,
288,1.21684e-021,2.50695e-020,
289,1.21145e-021,2.54953e-020,
290,1.28045e-021,2.84661e-020,
291,1.40342e-021,3.4066e-020,
292,1.55918e-021,4.2401e-020,
293,1.7256e-021,5.33152e-020,
294,1.88347e-021,6.6094e-020,
295,2.01989e-021,7.93682e-020,
296,2.12706e-021,9.12749e-020,
297,2.19992e-021,9.98263e-020,
298,2.23501e-021,1.03455e-019,
299,2.22996e-021,1.01495e-019,
300,2.18384e-021,9.43597e-020,
