0,5.21426e-023nan,
1,1.186e-021,3.03723e-020,
2,1.57337e-021,4.13172e-020,
3,2.06604e-021,6.25311e-020,
4,2.53455e-021,9.57775e-020,
5,2.93573e-021,1.40682e-019,
6,3.25953e-021,1.93131e-019,
7,3.50378e-021,2.45166e-019,
8,3.66654e-021,2.86629e-019,
9,3.74523e-021,3.08171e-019,
10,3.73719e-021,3.04472e-019,
11,3.64039e-021,2.76313e-019,
12,3.45359e-021,2.30248e-019,
13,3.17722e-021,1.76279e-019,
14,2.81474e-021,1.24368e-019,
15,2.37736e-021,8.15126e-020,
16,1.8939e-021,5.05162e-020,
17,1.42552e-021,3.06313e-020,
18,1.0666e-021,1.95026e-020,
19,9.10449e-022,1.48299e-020,
20,9.94411e-022,1.53006e-020,
21,1.26708e-021,2.10225e-020,
22,1.63294e-021,3.34713e-020,
23,2.01301e-021,5.46285e-020,
24,2.36084e-021,8.52585e-020,
25,2.65345e-021,1.23227e-019,
26,2.8797e-021,1.62795e-019,
27,3.03353e-021,1.9567e-019,
28,3.11161e-021,2.13745e-019,
29,3.11233e-021,2.12256e-019,
30,3.03585e-021,1.91797e-019,
31,2.88391e-021,1.58026e-019,
32,2.65984e-021,1.19319e-019,
33,2.36935e-021,8.35053e-020,
34,2.02263e-021,5.53643e-020,
35,1.64158e-021,3.59223e-020,
36,1.27162e-021,2.35709e-020,
37,9.85203e-022,1.61697e-020,
38,8.51829e-022,1.26105e-020,
39,8.92437e-022,1.25565e-020,
40,1.07523e-021,1.60113e-020,
41,1.34452e-021,2.36983e-020,
42,1.6461e-021,3.70043e-020,
43,1.94023e-021,5.69528e-020,
44,2.20296e-021,8.29055e-020,
45,2.42033e-021,1.11782e-019,
46,2.58366e-021,1.38368e-019,
47,2.68673e-021,1.56801e-019,
48,2.7253e-021,1.62634e-019,
49,2.69709e-021,1.54552e-019,
50,2.60145e-021,1.34782e-019,
51,2.44057e-021,1.08224e-019,
52,2.21937e-021,8.05045e-020,
53,1.94708e-021,5.61326e-020,
54,1.63995e-021,3.7469e-020,
55,1.32579e-021,2.48e-020,
56,1.04706e-021,1.71406e-020,
57,8.5932e-022,1.3187e-020,
58,8.1238e-022,1.21519e-020,
59,8.98739e-022,1.37583e-020,
60,1.08529e-021,1.82906e-020,
61,1.33031e-021,2.64891e-020,
62,1.59236e-021,3.91009e-020,
63,1.84109e-021,5.62323e-020,
64,2.05846e-021,7.67516e-020,
65,2.23383e-021,9.80321e-020,
66,2.36052e-021,1.16355e-019,
67,2.4341e-021,1.27939e-019,
68,2.45174e-021,1.30181e-019,
69,2.41228e-021,1.22613e-019,
70,2.31627e-021,1.07061e-019,
71,2.16645e-021,8.69623e-020,
72,1.96828e-021,6.61559e-020,
73,1.7312e-021,4.77259e-020,
74,1.47087e-021,3.33352e-020,
75,1.21305e-021,2.32682e-020,
76,9.95008e-022,1.69531e-020,
77,8.56905e-022,1.36344e-020,
78,8.24063e-022,1.27685e-020,
79,8.97651e-022,1.41943e-020,
80,1.05552e-021,1.81945e-020,
81,1.26301e-021,2.53346e-020,
82,1.48711e-021,3.61148e-020,
83,1.70312e-021,5.04717e-020,
84,1.89417e-021,6.73291e-020,
85,2.0491e-021,8.44536e-020,
86,2.16084e-021,9.88769e-020,
87,2.22493e-021,1.07696e-019,
88,2.23895e-021,1.09044e-019,
89,2.20256e-021,1.02767e-019,
90,2.11707e-021,9.04111e-020,
91,1.98599e-021,7.46712e-020,
92,1.81532e-021,5.84393e-020,
93,1.61449e-021,4.39687e-020,
94,1.39842e-021,3.24659e-020,
95,1.18864e-021,2.41476e-020,
96,1.01278e-021,1.8669e-020,
97,8.98842e-022,1.5586e-020,
98,8.66277e-022,1.45979e-020,
99,9.18357e-022,1.56478e-020,
100,1.04084e-021,1.89177e-020,
101,1.20933e-021,2.47617e-020,
102,1.39818e-021,3.34793e-020,
103,1.58597e-021,4.49869e-020,
104,1.7566e-021,5.84847e-020,
105,1.89873e-021,7.23627e-020,
106,2.00446e-021,8.44098e-020,
107,2.06855e-021,9.23681e-020,
108,2.08799e-021,9.46393e-020,
109,2.06174e-021,9.07901e-020,
110,1.9909e-021,8.17006e-020,
111,1.87896e-021,6.92816e-020,
112,1.73182e-021,5.57895e-020,
113,1.55891e-021,4.3215e-020,
114,1.37337e-021,3.28243e-020,
115,1.19304e-021,2.50906e-020,
116,1.03953e-021,1.99126e-020,
117,9.34957e-022,1.69717e-020,
118,8.96137e-022,1.60034e-020,
119,9.28863e-022,1.69227e-020,
120,1.02467e-021,1.98113e-020,
121,1.16444e-021,2.4835e-020,
122,1.32627e-021,3.21122e-020,
123,1.49117e-021,4.15163e-020,
124,1.64454e-021,5.24768e-020,
125,1.77556e-021,6.38595e-020,
126,1.87652e-021,7.40756e-020,
127,1.94215e-021,8.14209e-020,
128,1.96913e-021,8.45368e-020,
129,1.95583e-021,8.28205e-020,
130,1.90246e-021,7.66286e-020,
131,1.81145e-021,6.71733e-020,
132,1.68787e-021,5.61189e-020,
133,1.53972e-021,4.51135e-020,
134,1.37838e-021,3.54179e-020,
135,1.21872e-021,2.77311e-020,
136,1.07858e-021,2.22434e-020,
137,9.76934e-022,1.88474e-020,
138,9.29346e-022,1.73606e-020,
139,9.42692e-022,1.76743e-020,
140,1.01259e-021,1.9808e-020,
141,1.12572e-021,2.38837e-020,
142,1.26455e-021,3.00075e-020,
143,1.41181e-021,3.80833e-020,
144,1.55281e-021,4.76189e-020,
145,1.67616e-021,5.76326e-020,
146,1.77366e-021,6.67516e-020,
147,1.83963e-021,7.34917e-020,
148,1.87047e-021,7.66465e-020,
149,1.86468e-021,7.56753e-020,
150,1.82243e-021,7.08327e-020,
151,1.74584e-021,6.31004e-020,
152,1.63912e-021,5.38513e-020,
153,1.50896e-021,4.44663e-020,
154,1.36501e-021,3.60052e-020,
155,1.2203e-021,2.90906e-020,
156,1.09043e-021,2.39346e-020,
157,9.92301e-022,2.05216e-020,
158,9.3998e-022,1.87528e-020,
159,9.40591e-022,1.85741e-020,
160,9.91512e-022,1.99979e-020,
161,1.08289e-021,2.31066e-020,
162,1.20088e-021,2.79822e-020,
163,1.33097e-021,3.45717e-020,
164,1.45998e-021,4.25376e-020,
165,1.57698e-021,5.11544e-020,
166,1.67375e-021,5.93623e-020,
167,1.74401e-021,6.59219e-020,
168,1.78358e-021,6.97333e-020,
169,1.7902e-021,7.01391e-020,
170,1.76344e-021,6.71206e-020,
171,1.70465e-021,6.12869e-020,
172,1.61731e-021,5.36826e-020,
173,1.50716e-021,4.54903e-020,
174,1.38269e-021,3.77483e-020,
175,1.25509e-021,3.11612e-020,
176,1.13781e-021,2.60793e-020,
177,1.04556e-021,2.25986e-020,
178,9.90765e-022,2.06763e-020,
179,9.80536e-022,2.02542e-020,
180,1.01459e-021,2.1305e-020,
181,1.08611e-021,2.38511e-020,
182,1.18411e-021,2.79149e-020,
183,1.29607e-021,3.34296e-020,
184,1.41006e-021,4.01153e-020,
185,1.51607e-021,4.74242e-020,
186,1.60585e-021,5.45142e-020,
187,1.6735e-021,6.04145e-020,
188,1.71472e-021,6.42013e-020,
189,1.727e-021,6.52554e-020,
190,1.70949e-021,6.34256e-020,
191,1.66314e-021,5.90717e-020,
192,1.59065e-021,5.29482e-020,
193,1.49684e-021,4.59916e-020,
194,1.38868e-021,3.90953e-020,
195,1.27583e-021,3.29594e-020,
196,1.16963e-021,2.80029e-020,
197,1.08246e-021,2.44195e-020,
198,1.02552e-021,2.22545e-020,
199,1.00621e-021,2.14925e-020,
200,1.02625e-021,2.21215e-020,
201,1.08168e-021,2.41527e-020,
202,1.16393e-021,2.75889e-020,
203,1.2622e-021,3.23584e-020,
204,1.36547e-021,3.82241e-020,
205,1.46375e-021,4.47111e-020,
206,1.54913e-021,5.11279e-020,
207,1.61542e-021,5.66248e-020,
208,1.65823e-021,6.03852e-020,
209,1.67497e-021,6.18186e-020,
210,1.66457e-021,6.07132e-020,
211,1.6277e-021,5.73005e-020,
212,1.56679e-021,5.21791e-020,
213,1.4858e-021,4.61222e-020,
214,1.39095e-021,3.99352e-020,
215,1.29019e-021,3.42587e-020,
216,1.19326e-021,2.95276e-020,
217,1.11065e-021,2.59665e-020,
218,1.0523e-021,2.36642e-020,
219,1.02561e-021,2.2637e-020,
220,1.03373e-021,2.28843e-020,
221,1.07489e-021,2.44142e-020,
222,1.14292e-021,2.72227e-020,
223,1.22888e-021,3.12423e-020,
224,1.3228e-021,3.62857e-020,
225,1.41537e-021,4.19898e-020,
226,1.49846e-021,4.77857e-020,
227,1.56574e-021,5.29735e-020,
228,1.6126e-021,5.68379e-020,
229,1.63584e-021,5.87901e-020,
230,1.63399e-021,5.85413e-020,
231,1.60715e-021,5.61566e-020,
232,1.55704e-021,5.20412e-020,
233,1.48716e-021,4.68303e-020,
234,1.40269e-021,4.12234e-020,
235,1.31073e-021,3.58528e-020,
236,1.2197e-021,3.11829e-020,
237,1.13911e-021,2.75041e-020,
238,1.07817e-021,2.4952e-020,
239,1.04428e-021,2.3577e-020,
240,1.04142e-021,2.33898e-020,
241,1.06908e-021,2.43848e-020,
242,1.12299e-021,2.65547e-020,
243,1.19595e-021,2.9849e-020,
244,1.27953e-021,3.41394e-020,
245,1.36504e-021,3.91453e-020,
246,1.44485e-021,4.44325e-020,
247,1.51248e-021,4.94138e-020,
248,1.56296e-021,5.34417e-020,
249,1.59288e-021,5.59426e-020,
250,1.60002e-021,5.65272e-020,
251,1.58391e-021,5.51223e-020,
252,1.54543e-021,5.19597e-020,
253,1.4872e-021,4.75365e-020,
254,1.41347e-021,4.24744e-020,
255,1.33012e-021,3.73839e-020,
256,1.2447e-021,3.27672e-020,
257,1.16593e-021,2.89762e-020,
258,1.10256e-021,2.6199e-020,
259,1.06234e-021,2.4527e-020,
260,1.05022e-021,2.3991e-020,
261,1.06719e-021,2.45974e-020,
262,1.11036e-021,2.63396e-020,
263,1.17364e-021,2.91706e-020,
264,1.24943e-021,3.29771e-020,
265,1.32955e-021,3.75186e-020,
266,1.40645e-021,4.24082e-020,
267,1.47373e-021,4.71319e-020,
268,1.52635e-021,5.11115e-020,
269,1.56059e-021,5.38045e-020,
270,1.57416e-021,5.48287e-020,
271,1.56614e-021,5.40488e-020,
272,1.53706e-021,5.16126e-020,
273,1.48889e-021,4.79035e-020,
274,1.42504e-021,4.34413e-020,
275,1.35048e-021,3.87771e-020,
276,1.27162e-021,3.4388e-020,
277,1.19595e-021,3.06305e-020,
278,1.1314e-021,2.77259e-020,
279,1.08527e-021,2.57909e-020,
280,1.0631e-021,2.48773e-020,
281,1.0673e-021,2.49999e-020,
282,1.09696e-021,2.61568e-020,
283,1.14794e-021,2.83225e-020,
284,1.21392e-021,3.14204e-020,
285,1.2875e-021,3.52841e-020,
286,1.36139e-021,3.96322e-020,
287,1.42898e-021,4.40544e-020,
288,1.48483e-021,4.80532e-020,
289,1.52477e-021,5.11135e-020,
290,1.54606e-021,5.28133e-020,
291,1.54733e-021,5.29149e-020,
292,1.52853e-021,5.14163e-020,
293,1.49101e-021,4.85551e-020,
294,1.43756e-021,4.47486e-020,
295,1.37237e-021,4.04942e-020,
296,1.3009e-021,3.62723e-020,
297,1.22973e-021,3.24749e-020,
298,1.166e-021,2.93777e-020,
299,1.11653e-021,2.71412e-020,
300,1.08692e-021,2.58473e-020,
301,1.0805e-021,2.55282e-020,
302,1.09762e-021,2.61891e-020,
303,1.13568e-021,2.78102e-020,
304,1.18982e-021,3.03352e-020,
305,1.25363e-021,3.36311e-020,
306,1.32066e-021,3.74763e-020,
307,1.38458e-021,4.15298e-020,
308,1.44004e-021,4.53607e-020,
309,1.48269e-021,4.85028e-020,
310,1.5094e-021,5.05379e-020,
311,1.51821e-021,5.1182e-020,
312,1.50854e-021,5.03587e-020,
313,1.48107e-021,4.82101e-020,
314,1.43777e-021,4.50528e-020,
315,1.38207e-021,4.1319e-020,
316,1.31851e-021,3.74503e-020,
317,1.25284e-021,3.3837e-020,
318,1.19152e-021,3.07775e-020,
