0,5.21066e-023nan,
1,1.16845e-021,3.03694e-020,
2,1.50894e-021,4.12889e-020,
3,2.00775e-021,6.32834e-020,
4,2.53723e-021,9.86827e-020,
5,3.02166e-021,1.48346e-019,
6,3.42883e-021,2.0938e-019,
7,3.74779e-021,2.74094e-019,
8,3.97473e-021,3.3103e-019,
9,4.10715e-021,3.68015e-019,
10,4.14252e-021,3.76214e-019,
11,4.07836e-021,3.53502e-019,
12,3.91249e-021,3.05279e-019,
13,3.64398e-021,2.42575e-019,
14,3.27459e-021,1.78014e-019,
15,2.81386e-021,1.21735e-019,
16,2.29016e-021,7.89957e-020,
17,1.76917e-021,5.02187e-020,
18,1.36002e-021,3.32373e-020,
19,1.17393e-021,2.56216e-020,
20,1.25751e-021,2.58361e-020,
21,1.56482e-021,3.40564e-020,
22,1.99591e-021,5.23912e-020,
23,2.45592e-021,8.37326e-020,
24,2.88224e-021,1.29212e-019,
25,3.24203e-021,1.85678e-019,
26,3.51977e-021,2.44611e-019,
27,3.70793e-021,2.93679e-019,
28,3.8029e-021,3.20791e-019,
29,3.8031e-021,3.18781e-019,
30,3.70898e-021,2.88454e-019,
31,3.52297e-021,2.38193e-019,
32,3.24978e-021,1.80466e-019,
33,2.8979e-021,1.26988e-019,
34,2.48218e-021,8.49356e-020,
35,2.03107e-021,5.59344e-020,
36,1.59677e-021,3.77199e-020,
37,1.26295e-021,2.71541e-020,
38,1.12653e-021,2.25584e-020,
39,1.23788e-021,2.39718e-020,
40,1.54627e-021,3.22922e-020,
41,1.94961e-021,4.95402e-020,
42,2.36564e-021,7.8306e-020,
43,2.74702e-021,1.19254e-019,
44,3.06996e-021,1.68962e-019,
45,3.32173e-021,2.19473e-019,
46,3.4942e-021,2.60092e-019,
47,3.58158e-021,2.81009e-019,
48,3.58007e-021,2.7699e-019,
49,3.48831e-021,2.49443e-019,
50,3.30718e-021,2.05631e-019,
51,3.04114e-021,1.55803e-019,
52,2.69899e-021,1.09414e-019,
53,2.29672e-021,7.24403e-020,
54,1.86469e-021,4.67077e-020,
55,1.45851e-021,3.09926e-020,
56,1.16236e-021,2.2947e-020,
57,1.06144e-021,2.08275e-020,
58,1.18553e-021,2.4198e-020,
59,1.48606e-021,3.37287e-020,
60,1.87006e-021,5.07594e-020,
61,2.25822e-021,7.65769e-020,
62,2.60715e-021,1.11087e-019,
63,2.89769e-021,1.51521e-019,
64,3.12138e-021,1.92101e-019,
65,3.27341e-021,2.25065e-019,
66,3.35045e-021,2.42993e-019,
67,3.34992e-021,2.41439e-019,
68,3.27044e-021,2.2072e-019,
69,3.11206e-021,1.85795e-019,
70,2.87704e-021,1.4446e-019,
71,2.57107e-021,1.04524e-019,
72,2.20679e-021,7.14621e-020,
73,1.81201e-021,4.74407e-020,
74,1.44138e-021,3.19173e-020,
75,1.17515e-021,2.32813e-020,
76,1.08241e-021,2.01871e-020,
77,1.17902e-021,2.20709e-020,
78,1.42484e-021,2.94745e-020,
79,1.7557e-021,4.38404e-020,
80,2.11067e-021,6.66554e-020,
81,2.44399e-021,9.79482e-020,
82,2.72853e-021,1.35019e-019,
83,2.95059e-021,1.72173e-019,
84,3.10316e-021,2.01978e-019,
85,3.18228e-021,2.176e-019,
86,3.18635e-021,2.15396e-019,
87,3.11569e-021,1.96271e-019,
88,2.97218e-021,1.6524e-019,
89,2.75997e-021,1.29457e-019,
90,2.48631e-021,9.55685e-020,
91,2.16462e-021,6.78197e-020,
92,1.81974e-021,4.75314e-020,
93,1.49343e-021,3.40486e-020,
94,1.24134e-021,2.60914e-020,
95,1.12256e-021,2.25883e-020,
96,1.17486e-021,2.33897e-020,
97,1.37891e-021,2.90091e-020,
98,1.6736e-021,4.04632e-020,
99,1.99481e-021,5.89055e-020,
100,2.30044e-021,8.45495e-020,
101,2.56736e-021,1.15582e-019,
102,2.7826e-021,1.47748e-019,
103,2.9382e-021,1.75163e-019,
104,3.02794e-021,1.91935e-019,
105,3.0477e-021,1.9423e-019,
106,2.99574e-021,1.81648e-019,
107,2.87275e-021,1.5731e-019,
108,2.68305e-021,1.26714e-019,
109,2.43511e-021,9.56968e-020,
110,2.14438e-021,6.87939e-020,
111,1.83585e-021,4.83426e-020,
112,1.54493e-021,3.46368e-020,
113,1.31272e-021,2.67683e-020,
114,1.18551e-021,2.35653e-020,
115,1.19974e-021,2.45253e-020,
116,1.34807e-021,2.98704e-020,
117,1.58858e-021,4.02013e-020,
118,1.87377e-021,5.61728e-020,
119,2.16106e-021,7.7799e-020,
120,2.4184e-021,1.03667e-019,
121,2.62859e-021,1.30666e-019,
122,2.78262e-021,1.54357e-019,
123,2.87564e-021,1.70069e-019,
124,2.90571e-021,1.74468e-019,
125,2.87201e-021,1.66669e-019,
126,2.77523e-021,1.48591e-019,
127,2.61781e-021,1.24173e-019,
128,2.40525e-021,9.80328e-020,
129,2.14697e-021,7.40779e-020,
130,1.86068e-021,5.45967e-020,
131,1.58137e-021,4.01849e-020,
132,1.35591e-021,3.06149e-020,
133,1.23107e-021,2.54708e-020,
134,1.23164e-021,2.47773e-020,
135,1.34173e-021,2.84584e-020,
136,1.53287e-021,3.67004e-020,
137,1.77457e-021,4.98925e-020,
138,2.03303e-021,6.81152e-020,
139,2.27548e-021,9.04182e-020,
140,2.48042e-021,1.14374e-019,
141,2.6362e-021,1.36283e-019,
142,2.73678e-021,1.52049e-019,
143,2.77964e-021,1.58398e-019,
144,2.76458e-021,1.54015e-019,
145,2.69137e-021,1.40005e-019,
146,2.56103e-021,1.19466e-019,
147,2.37873e-021,9.64322e-020,
148,2.15365e-021,7.4569e-020,
149,1.90004e-021,5.63032e-020,
150,1.64105e-021,4.25523e-020,
151,1.41248e-021,3.32028e-020,
152,1.2596e-021,2.77482e-020,
153,1.21922e-021,2.58701e-020,
154,1.29548e-021,2.75496e-020,
155,1.46176e-021,3.30719e-020,
156,1.6785e-021,4.28938e-020,
