0,5.212e-023nan,
1,1.17216e-021,3.03777e-020,
2,1.51615e-021,4.12663e-020,
3,2.00711e-021,6.30741e-020,
4,2.52341e-021,9.79789e-020,
5,2.99354e-021,1.46584e-019,
6,3.38713e-021,2.05787e-019,
7,3.69378e-021,2.67885e-019,
8,3.90985e-021,3.21715e-019,
9,4.03292e-021,3.55674e-019,
10,4.06063e-021,3.61611e-019,
11,3.99077e-021,3.37939e-019,
12,3.82148e-021,2.90249e-019,
13,3.55223e-021,2.29338e-019,
14,3.18518e-021,1.67295e-019,
15,2.73013e-021,1.13654e-019,
16,2.2151e-021,7.32115e-020,
17,1.70393e-021,4.61726e-020,
18,1.30203e-021,3.03208e-020,
19,1.11718e-021,2.3227e-020,
20,1.19513e-021,2.33635e-020,
21,1.49068e-021,3.08417e-020,
22,1.9056e-021,4.75898e-020,
23,2.34777e-021,7.62827e-020,
24,2.7576e-021,1.1801e-019,
25,3.10414e-021,1.69953e-019,
26,3.37249e-021,2.2435e-019,
27,3.55517e-021,2.69871e-019,
28,3.6485e-021,2.95318e-019,
29,3.65088e-021,2.93954e-019,
30,3.56284e-021,2.6636e-019,
31,3.38683e-021,2.20156e-019,
32,3.12742e-021,1.66823e-019,
33,2.79237e-021,1.1725e-019,
34,2.39474e-021,7.81917e-020,
35,1.95964e-021,5.12733e-020,
36,1.53492e-021,3.44188e-020,
37,1.20256e-021,2.45886e-020,
38,1.05999e-021,2.01491e-020,
39,1.15053e-021,2.11186e-020,
40,1.42272e-021,2.80586e-020,
41,1.78725e-021,4.24444e-020,
42,2.17093e-021,6.6361e-020,
43,2.52836e-021,1.00559e-019,
44,2.83505e-021,1.42583e-019,
45,3.07762e-021,1.86158e-019,
46,3.24779e-021,2.22425e-019,
47,3.33987e-021,2.42818e-019,
48,3.3502e-021,2.42231e-019,
49,3.27744e-021,2.21063e-019,
50,3.12211e-021,1.84897e-019,
51,2.88796e-021,1.42311e-019,
52,2.58241e-021,1.0165e-019,
53,2.21905e-021,6.85195e-020,
54,1.82391e-021,4.49346e-020,
55,1.44585e-021,3.00957e-020,
56,1.16126e-021,2.20876e-020,
57,1.04768e-021,1.93905e-020,
58,1.13342e-021,2.14064e-020,
59,1.37828e-021,2.84065e-020,
60,1.70651e-021,4.14225e-020,
61,2.05175e-021,6.17654e-020,
62,2.37355e-021,8.98933e-020,
63,2.65056e-021,1.24082e-019,
64,2.8711e-021,1.59847e-019,
65,3.02749e-021,1.90538e-019,
66,3.11462e-021,2.0931e-019,
67,3.129e-021,2.11499e-019,
68,3.06897e-021,1.96499e-019,
69,2.93487e-021,1.67996e-019,
70,2.72947e-021,1.3256e-019,
71,2.45935e-021,9.72056e-020,
72,2.13764e-021,6.71854e-020,
73,1.78903e-021,4.49273e-020,
74,1.45489e-021,3.03533e-020,
75,1.1926e-021,2.20832e-020,
76,1.06544e-021,1.86461e-020,
77,1.11543e-021,1.94923e-020,
78,1.32092e-021,2.50558e-020,
79,1.61567e-021,3.64396e-020,
80,1.93822e-021,5.49642e-020,
81,2.24657e-021,8.09631e-020,
82,2.51495e-021,1.12592e-019,
83,2.72869e-021,1.4539e-019,
84,2.8795e-021,1.73061e-019,
85,2.96296e-021,1.89394e-019,
86,2.97682e-021,1.90501e-019,
87,2.92086e-021,1.76325e-019,
88,2.79641e-021,1.50599e-019,
89,2.60687e-021,1.1937e-019,
90,2.35843e-021,8.87375e-020,
91,2.06225e-021,6.29751e-020,
92,1.73937e-021,4.38173e-020,
93,1.42521e-021,3.0926e-020,
94,1.17378e-021,2.30489e-020,
95,1.04705e-021,1.92413e-020,
96,1.08625e-021,1.93062e-020,
97,1.2663e-021,2.35604e-020,
98,1.5281e-021,3.27241e-020,
99,1.82139e-021,4.79483e-020,
100,2.10821e-021,6.98308e-020,
101,2.36398e-021,9.72685e-020,
102,2.57376e-021,1.26809e-019,
103,2.72844e-021,1.53157e-019,
104,2.82187e-021,1.70589e-019,
105,2.85048e-021,1.75023e-019,
106,2.8125e-021,1.65469e-019,
107,2.7081e-021,1.44386e-019,
108,2.54065e-021,1.16759e-019,
109,2.3163e-021,8.81503e-020,
110,2.04641e-021,6.30159e-020,
111,1.75078e-021,4.37274e-020,
112,1.46114e-021,3.06625e-020,
113,1.21892e-021,2.30071e-020,
114,1.07174e-021,1.97394e-020,
115,1.05722e-021,2.03027e-020,
116,1.17887e-021,2.46672e-020,
117,1.39804e-021,3.31292e-020,
118,1.66199e-021,4.60862e-020,
119,1.92914e-021,6.36042e-020,
120,2.17294e-021,8.48365e-020,
121,2.37792e-021,1.07749e-019,
122,2.53479e-021,1.29162e-019,
123,2.63811e-021,1.45346e-019,
124,2.68456e-021,1.53043e-019,
125,2.67237e-021,1.50506e-019,
126,2.60114e-021,1.38164e-019,
127,2.4721e-021,1.18504e-019,
128,2.2891e-021,9.52835e-020,
129,2.05976e-021,7.23287e-020,
130,1.79847e-021,5.25606e-020,
131,1.52878e-021,3.74946e-020,
132,1.28489e-021,2.73426e-020,
133,1.11295e-021,2.15504e-020,
134,1.05852e-021,1.94814e-020,
135,1.1347e-021,2.08864e-020,
136,1.30948e-021,2.60114e-020,
137,1.53455e-021,3.5428e-020,
138,1.77573e-021,4.96099e-020,
139,2.0082e-021,6.83279e-020,
140,2.21288e-021,9.00325e-020,
141,2.37691e-021,1.11661e-019,
142,2.49222e-021,1.29259e-019,
143,2.55387e-021,1.39101e-019,
144,2.5594e-021,1.38989e-019,
145,2.50885e-021,1.2909e-019,
146,2.40415e-021,1.11809e-019,
147,2.24961e-021,9.08907e-020,
148,2.0524e-021,7.01039e-020,
149,1.82436e-021,5.21899e-020,
150,1.58361e-021,3.84358e-020,
151,1.35634e-021,2.89153e-020,
152,1.17587e-021,2.30734e-020,
