0,5.21283e-023nan,
1,1.17573e-021,3.03817e-020,
2,1.52623e-021,4.12598e-020,
3,2.01155e-021,6.29019e-020,
4,2.51471e-021,9.73674e-020,
5,2.97004e-021,1.4501e-019,
6,3.34961e-021,2.02511e-019,
7,3.64375e-021,2.62141e-019,
8,3.84889e-021,3.13006e-019,
9,3.96264e-021,3.4405e-019,
10,3.98274e-021,3.47783e-019,
11,3.90716e-021,3.23152e-019,
12,3.73435e-021,2.75941e-019,
13,3.46409e-021,2.16732e-019,
14,3.09894e-021,1.57104e-019,
15,2.64902e-021,1.06001e-019,
16,2.14222e-021,6.7769e-020,
17,1.64103e-021,4.24025e-020,
18,1.24743e-021,2.76489e-020,
19,1.06542e-021,2.1091e-020,
20,1.13956e-021,2.12218e-020,
21,1.42523e-021,2.81207e-020,
22,1.82583e-021,4.35709e-020,
23,2.25209e-021,7.00544e-020,
24,2.64717e-021,1.08602e-019,
25,2.98167e-021,1.56646e-019,
26,3.24123e-021,2.07045e-019,
27,3.41847e-021,2.49336e-019,
28,3.50975e-021,2.73135e-019,
29,3.51353e-021,2.72148e-019,
30,3.43035e-021,2.46832e-019,
31,3.26259e-021,2.0417e-019,
32,3.01462e-021,1.54763e-019,
33,2.69361e-021,1.08712e-019,
34,2.31127e-021,7.23394e-020,
35,1.89003e-021,4.72263e-020,
36,1.47488e-021,3.14803e-020,
37,1.14856e-021,2.22583e-020,
38,1.00563e-021,1.80672e-020,
39,1.08144e-021,1.87473e-020,
40,1.32894e-021,2.46342e-020,
41,1.66809e-021,3.69396e-020,
42,2.0312e-021,5.75831e-020,
43,2.37354e-021,8.75177e-020,
44,2.66996e-021,1.24929e-019,
45,2.90671e-021,1.64515e-019,
46,3.07562e-021,1.98414e-019,
47,3.17108e-021,2.18716e-019,
48,3.18934e-021,2.20347e-019,
49,3.12882e-021,2.03105e-019,
50,2.9896e-021,1.71582e-019,
51,2.77486e-021,1.33361e-019,
52,2.49119e-021,9.61051e-020,
53,2.15134e-021,6.51796e-020,
54,1.78133e-021,4.27385e-020,
55,1.42591e-021,2.83922e-020,
56,1.14475e-021,2.04674e-020,
57,1.00949e-021,1.73723e-020,
58,1.05977e-021,1.84483e-020,
59,1.26676e-021,2.38872e-020,
60,1.56185e-021,3.47042e-020,
61,1.88343e-021,5.21915e-020,
62,2.19021e-021,7.6779e-020,
63,2.45723e-021,1.06922e-019,
