0,5.2134e-023nan,
1,1.17902e-021,3.03818e-020,
2,1.53828e-021,4.12662e-020,
3,2.02112e-021,6.27631e-020,
4,2.51187e-021,9.6837e-020,
5,2.95188e-021,1.43608e-019,
6,3.31679e-021,1.99535e-019,
7,3.59799e-021,2.56847e-019,
8,3.79198e-021,3.0489e-019,
9,3.89633e-021,3.33127e-019,
10,3.90877e-021,3.3471e-019,
11,3.82743e-021,3.09109e-019,
12,3.65094e-021,2.62312e-019,
13,3.37938e-021,2.04708e-019,
14,3.01567e-021,1.47388e-019,
15,2.57023e-021,9.87251e-020,
16,2.07106e-021,6.26228e-020,
17,1.5797e-021,3.88685e-020,
18,1.19518e-021,2.51797e-020,
19,1.01773e-021,1.91616e-020,
20,1.09023e-021,1.93406e-020,
21,1.36794e-021,2.57827e-020,
22,1.75558e-021,4.01475e-020,
23,2.16694e-021,6.47382e-020,
24,2.54791e-021,1.00511e-019,
25,2.87047e-021,1.45084e-019,
26,3.12084e-021,1.91833e-019,
27,3.29193e-021,2.31057e-019,
28,3.38021e-021,2.53132e-019,
29,3.38419e-021,2.52232e-019,
30,3.30433e-021,2.28785e-019,
31,3.14278e-021,1.89259e-019,
32,2.90355e-021,1.43472e-019,
33,2.5934e-021,1.00771e-019,
34,2.2238e-021,6.70009e-020,
35,1.81716e-021,4.36168e-020,
36,1.41702e-021,2.88834e-020,
37,1.09765e-021,2.02052e-020,
38,9.45269e-022,1.61125e-020,
39,9.97883e-022,1.63244e-020,
40,1.22033e-021,2.10481e-020,
41,1.53965e-021,3.13901e-020,
42,1.88714e-021,4.91772e-020,
43,2.21781e-021,7.54909e-020,
44,2.50692e-021,1.09026e-019,
45,2.74078e-021,1.45304e-019,
46,2.91111e-021,1.77342e-019,
47,3.01213e-021,1.97799e-019,
48,3.03994e-021,2.01628e-019,
49,2.99273e-021,1.88055e-019,
50,2.87031e-021,1.60748e-019,
51,2.67556e-021,1.26377e-019,
52,2.41425e-021,9.20088e-020,
53,2.09722e-021,6.28803e-020,
54,1.74422e-021,4.1364e-020,
55,1.39075e-021,2.7312e-020,
56,1.09907e-021,1.9213e-020,
57,9.38392e-022,1.56533e-020,
58,9.41561e-022,1.57717e-020,
59,1.09682e-021,1.95395e-020,
60,1.34969e-021,2.75649e-020,
61,1.64365e-021,4.08584e-020,
62,1.93619e-021,6.00926e-020,
63,2.20052e-021,8.46281e-020,
64,2.42111e-021,1.1189e-019,
65,2.58879e-021,1.37482e-019,
66,2.69787e-021,1.56248e-019,
67,2.74473e-021,1.63944e-019,
68,2.7274e-021,1.58762e-019,
69,2.64574e-021,1.42017e-019,
70,2.50139e-021,1.1764e-019,
71,2.29844e-021,9.07161e-020,
72,2.04431e-021,6.57851e-020,
73,1.75254e-021,4.56927e-020,
74,1.44729e-021,3.1305e-020,
75,1.16964e-021,2.20512e-020,
76,9.78437e-022,1.68929e-020,
77,9.18284e-022,1.51333e-020,
78,9.92918e-022,1.64679e-020,
79,1.17325e-021,2.11354e-020,
80,1.41437e-021,2.98736e-020,
81,1.67452e-021,4.34237e-020,
82,1.92355e-021,6.18018e-020,
83,2.14261e-021,8.36511e-020,
84,2.32002e-021,1.06045e-019,
85,2.44808e-021,1.24973e-019,
86,2.52163e-021,1.36505e-019,
87,2.53791e-021,1.38096e-019,
88,2.49617e-021,1.29498e-019,
89,2.3979e-021,1.12855e-019,
90,2.24654e-021,9.18362e-020,
91,2.04832e-021,7.03916e-020,
92,1.81297e-021,5.15393e-020,
93,1.55595e-021,3.6838e-020,
94,1.30172e-021,2.64856e-020,
95,1.08581e-021,1.99117e-020,
96,9.47526e-022,1.64418e-020,
97,9.18122e-022,1.55767e-020,
98,1.00151e-021,1.72655e-020,
99,1.16578e-021,2.17888e-020,
100,1.37503e-021,2.97126e-020,
