0,5.21397e-023nan,
1,1.18333e-021,3.03773e-020,
2,1.55841e-021,4.12916e-020,
3,2.04419e-021,6.26087e-020,
4,2.51972e-021,9.61719e-020,
5,2.93654e-021,1.41794e-019,
6,3.27799e-021,1.95596e-019,
7,3.53841e-021,2.49709e-019,
8,3.71481e-021,2.93794e-019,
9,3.80459e-021,3.18031e-019,
10,3.80531e-021,3.16486e-019,
11,3.71509e-021,2.89404e-019,
12,3.53275e-021,2.43093e-019,
13,3.25865e-021,1.87698e-019,
14,2.8961e-021,1.33628e-019,
15,2.45603e-021,8.84377e-020,
16,1.96679e-021,5.53811e-020,
17,1.48939e-021,3.3934e-020,
18,1.11957e-021,2.17724e-020,
19,9.52797e-022,1.65511e-020,
20,1.02887e-021,1.68764e-020,
21,1.30048e-021,2.28248e-020,
22,1.67305e-021,3.59202e-020,
23,2.0648e-021,5.8249e-020,
24,2.42579e-021,9.06536e-020,
25,2.73055e-021,1.30935e-019,
26,2.9667e-021,1.73064e-019,
27,3.12778e-021,2.08266e-019,
28,3.21049e-021,2.27883e-019,
29,3.21336e-021,2.26739e-019,
30,3.13675e-021,2.05325e-019,
31,2.98262e-021,1.69555e-019,
32,2.75456e-021,1.28314e-019,
33,2.45852e-021,8.99993e-020,
34,2.10473e-021,5.98063e-020,
35,1.71404e-021,3.8942e-020,
36,1.32902e-021,2.57453e-020,
37,1.02305e-021,1.78278e-020,
38,8.78191e-022,1.39289e-020,
39,9.25701e-022,1.38365e-020,
40,1.1294e-021,1.76553e-020,
41,1.42202e-021,2.62443e-020,
42,1.74291e-021,4.11897e-020,
43,2.05177e-021,6.35891e-020,
44,2.3254e-021,9.25889e-020,
45,2.55016e-021,1.24574e-019,
46,2.71739e-021,1.53609e-019,
47,2.82075e-021,1.7318e-019,
48,2.85593e-021,1.78521e-019,
49,2.82069e-021,1.68462e-019,
50,2.71444e-021,1.45761e-019,
51,2.53954e-021,1.16025e-019,
52,2.30104e-021,8.54931e-020,
53,2.00857e-021,5.90191e-020,
54,1.67999e-021,3.90143e-020,
55,1.34854e-021,2.56164e-020,
56,1.06617e-021,1.76726e-020,
57,8.88158e-022,1.38319e-020,
58,8.51684e-022,1.31714e-020,
59,9.61555e-022,1.5494e-020,
60,1.17734e-021,2.12097e-020,
61,1.44488e-021,3.11592e-020,
62,1.72112e-021,4.61295e-020,
63,1.97758e-021,6.60427e-020,
64,2.19747e-021,8.93049e-020,
65,2.37084e-021,1.12635e-019,
66,2.4913e-021,1.3168e-019,
67,2.55474e-021,1.42317e-019,
68,2.55857e-021,1.42066e-019,
69,2.502e-021,1.3102e-019,
70,2.38595e-021,1.11815e-019,
71,2.21372e-021,8.86351e-020,
72,1.99141e-021,6.57513e-020,
73,1.72991e-021,4.6296e-020,
74,1.44805e-021,3.16802e-020,
75,1.17755e-021,2.1847e-020,
76,9.64564e-022,1.59599e-020,
77,8.57263e-022,1.32081e-020,
