# avg(r), var(r), avg(z), var(z), avg(KE), var(KE)
4.0657e-005,2.45673e-007,-1.32628e-005,1.52652e-008,3.36379e-023,2.94011e-024,
1.3949e-005,2.42374e-008,-4.26426e-006,2.17816e-010,3.95885e-024,1.19007e-025,
3.8819e-005,2.11671e-007,2.18187e-005,6.0725e-010,3.06613e-023,2.558e-024,
1.52593e-005,3.08261e-008,2.23347e-005,3.1435e-010,4.73673e-024,1.55751e-025,
3.60857e-005,3.61532e-008,3.71713e-005,1.851e-008,2.64924e-023,2.05265e-024,
1.39915e-005,2.94138e-008,9.95853e-005,4.0877e-009,3.99049e-024,1.2027e-025,
9.93284e-007,2.28877e-008,-5.97707e-005,7.83978e-011,2.64072e-026,1.0337e-028,
3.4813e-005,1.66808e-007,-4.67795e-005,2.08399e-009,2.46624e-023,1.84484e-024,
2.37711e-005,6.91744e-008,8.40797e-005,5.26684e-008,1.14999e-023,5.87921e-025,
4.10929e-005,4.62208e-008,8.17359e-006,1.53246e-008,3.43493e-023,3.0299e-024,
4.03552e-005,2.39486e-007,1.65599e-005,1.98944e-009,3.31422e-023,2.87518e-024,
3.86461e-005,3.57855e-008,8.24485e-007,1.07835e-008,3.03854e-023,2.52067e-024,
3.93858e-005,2.08287e-007,1.71246e-005,4.02278e-010,3.15652e-023,2.67123e-024,
3.37344e-005,6.14219e-008,-5.69653e-005,1.9495e-010,2.31522e-023,1.67724e-024,
3.52807e-005,1.69401e-007,-4.7315e-005,2.06053e-009,2.53258e-023,1.91987e-024,
3.73006e-005,2.76601e-008,-3.04365e-005,1.26812e-009,2.83036e-023,2.26575e-024,
1.43446e-005,4.53687e-008,9.82897e-005,1.35879e-008,4.19725e-024,1.30016e-025,
3.69635e-005,2.57412e-008,4.47927e-005,1.01299e-007,2.77949e-023,2.20447e-024,
4.01564e-005,3.76467e-008,3.32641e-005,3.53314e-010,3.28007e-023,2.82716e-024,
2.81845e-005,3.56387e-008,7.37275e-005,2.40111e-009,1.61623e-023,9.78111e-025,
4.01749e-005,2.83124e-008,-2.24443e-005,6.00371e-009,3.28318e-023,2.8306e-024,
3.6356e-005,4.81549e-008,-3.05611e-005,1.7915e-009,2.68928e-023,2.10032e-024,
2.80004e-005,2.38927e-008,7.38022e-005,1.76287e-008,1.59524e-023,9.5896e-025,
3.34903e-005,4.35653e-008,-5.6743e-005,4.15649e-009,2.28174e-023,1.64054e-024,
3.26442e-005,2.76308e-008,-6.27865e-005,4.1245e-009,2.16792e-023,1.51935e-024,
1.24343e-006,1.65945e-008,5.4301e-005,7.10571e-010,3.59439e-026,1.41735e-028,
3.00387e-005,1.238e-007,6.83672e-005,7.13683e-009,1.83631e-023,1.1857e-024,
1.25606e-005,2.5334e-008,2.44536e-005,3.25979e-010,3.21126e-024,8.70598e-026,
5.00077e-007,6.34256e-009,-0.000105167,2.91389e-011,8.27142e-027,1.52944e-029,
1.5436e-005,2.61661e-008,-4.82839e-006,3.73808e-010,4.84917e-024,1.61018e-025,
3.85919e-005,2.43258e-007,-1.54112e-005,4.3468e-009,3.0305e-023,2.5165e-024,
2.33128e-005,8.09312e-008,-8.53972e-005,1.45497e-010,1.10663e-023,5.54753e-025,
3.4854e-005,1.69119e-007,4.91145e-005,1.72485e-008,2.47206e-023,1.8512e-024,
2.44371e-005,8.04406e-008,-8.43691e-005,6.3647e-011,1.21563e-023,6.38052e-025,
3.97766e-005,2.1356e-007,-1.21745e-006,4.04944e-010,3.21942e-023,2.7515e-024,
4.06468e-005,3.86181e-008,1.23101e-005,2.32533e-008,3.36112e-023,2.932e-024,
3.39348e-005,1.46382e-007,5.5584e-005,2.37119e-008,2.34348e-023,1.70835e-024,
2.48142e-005,7.52562e-008,-8.3476e-005,3.00447e-010,1.25331e-023,6.68172e-025,
4.17994e-005,2.90195e-008,3.86835e-006,6.40265e-009,3.55363e-023,3.18709e-024,
3.70693e-005,1.90394e-007,-3.21384e-005,1.13338e-008,2.79609e-023,2.22704e-024,
3.24205e-005,3.03453e-008,-6.36832e-005,3.68887e-009,2.13825e-023,1.48835e-024,
8.37689e-007,2.19525e-008,-3.13975e-005,8.71057e-011,1.86878e-026,7.59642e-029,
4.06429e-005,2.31062e-007,-1.52483e-005,1.85298e-008,3.36108e-023,2.93628e-024,
3.9725e-005,2.27627e-007,3.3968e-005,4.06191e-008,3.21157e-023,2.74284e-024,
3.46533e-005,1.60709e-007,5.16346e-005,8.36589e-010,2.44365e-023,1.81966e-024,
3.6898e-005,3.59949e-008,-2.37106e-005,2.43088e-010,2.77005e-023,2.1944e-024,
2.67827e-005,4.85349e-008,7.68489e-005,6.57857e-009,1.45982e-023,8.39995e-025,
3.52058e-005,1.61999e-007,-4.65209e-005,1.07662e-008,2.52199e-023,1.90764e-024,
2.49751e-005,8.37607e-008,-8.2985e-005,9.16886e-010,1.2698e-023,6.81293e-025,
3.52137e-005,4.08488e-008,4.50286e-005,1.98016e-009,2.52333e-023,1.90814e-024,
